epoch,stage,lr,backbone_lr,classifier_lr,train_loss,val_loss,train_accuracy,val_accuracy,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1,val_logit_min,val_logit_max,val_prob_min,val_prob_max
14,S2,0.004,0.0004,0.004,0.1952214856806411,0.16107563956363782,0.8344748858447488,0.8626126126126126,0.8326767006436924,0.8729758613479544,0.8337693097186768,0.8403578697421981,0.8331520625463029,0.8507859027827515,-5.884185791015625,4.035615921020508,0.002775386907160282,0.9826321601867676
15,S2,0.004,0.0004,0.004,0.19483722916476803,0.16835550332928564,0.8424657534246576,0.8581081081081081,0.840698040037732,0.8694965241204972,0.8421774257217296,0.8346760515603799,0.8413024728553031,0.8454645400454126,-5.856926918029785,3.6356699466705322,0.002851862693205476,0.974311113357544
16,S2,0.004,0.0004,0.004,0.1942355706267161,0.15395109435996493,0.8259132420091324,0.8558558558558559,0.824202691307385,0.8565705128205128,0.8242756388326009,0.8396370420624152,0.8242388898591997,0.846060500996793,-5.993832111358643,4.328891754150391,0.002487882971763611,0.9869893193244934
17,S2,0.004,0.0004,0.004,0.18676395768716456,0.14976117028309419,0.848744292237443,0.8581081081081081,0.8470125833550635,0.8524091888317726,0.848460485802258,0.8502798507462687,0.8476123205970519,0.8513005619022811,-6.393279075622559,4.695927143096924,0.0016699685947969556,0.9909502863883972
18,S2,0.004,0.0004,0.004,0.19257311686261058,0.16437478316528303,0.8333333333333334,0.8558558558558559,0.8316761363636365,0.8512820512820514,0.8318245216979394,0.8659684531886025,0.8317492182474271,0.8533534256755362,-5.7341532707214355,5.029255390167236,0.003223196603357792,0.9934989213943481
19,S2,0.004,0.0004,0.004,0.18360473705481176,0.14767308224428882,0.8515981735159818,0.8693693693693694,0.8498900868837014,0.8630987581312832,0.8518513645095924,0.8644843962008142,0.8506168547948081,0.8637719799403287,-5.7034382820129395,4.286159992218018,0.003323398996144533,0.98642897605896
20,S2,0.004,0.0004,0.004,0.17174859202071413,0.16817086156424102,0.8613013698630136,0.8468468468468469,0.859630009147694,0.8669279764821166,0.8615924103265875,0.8175457937584804,0.8603711641803773,0.8304696449026345,-6.244503498077393,3.9102187156677246,0.00193733349442482,0.9803574681282043
21,S2,0.004,0.0004,0.004,0.17507627844538318,0.1464504753952628,0.8590182648401826,0.8761261261261262,0.857465457215013,0.8835286088044592,0.858155477775731,0.8574033242876526,0.8577873007474691,0.8665391446918977,-6.001585483551025,4.261423587799072,0.0024687156546860933,0.9860938787460327
22,S2,0.004,0.0004,0.004,0.1754565887391295,0.15211926252992303,0.8658675799086758,0.8783783783783784,0.8647675646181037,0.9001925854597979,0.8641661622674282,0.8524423337856174,0.8644526698761433,0.8661904230382855,-6.462574481964111,4.522674083709717,0.0015583401545882225,0.9892566800117493
23,S2,0.004,0.0004,0.004,0.1584622284320936,0.13561281118844007,0.8738584474885844,0.8716216216216216,0.873075933075933,0.8702377573521385,0.8718953130345535,0.8595234056987788,0.8724361088387591,0.8640166352338121,-5.500086784362793,5.201165199279785,0.004069785587489605,0.9945201277732849
24,S2,0.004,0.0004,0.004,0.16542699643874278,0.12754867192324218,0.8618721461187214,0.8918918918918919,0.8603584432780064,0.8925663251904387,0.8609805521197926,0.8802154002713705,0.8606511256132896,0.8853577192038731,-5.53324031829834,4.977252006530762,0.003937592729926109,0.9931542873382568
25,S2,0.004,0.0004,0.004,0.17053337694575252,0.13583735463855504,0.8664383561643836,0.8603603603603603,0.8648108830699064,0.8665540540540541,0.8662701650043423,0.8404426729986432,0.8654254201680672,0.8493564486472288,-6.083141326904297,4.345941066741943,0.00227580894716084,0.9872064590454102
26,S2,0.004,0.0004,0.004,0.15334700466427084,0.12256178380669774,0.877283105022831,0.8941441441441441,0.876244080121724,0.8874404377952101,0.8758059422616384,0.8947591587516961,0.8760176750845492,0.8904998032270759,-5.510915756225586,5.107750415802002,0.0040261284448206425,0.9939867258071899
27,S2,0.004,0.0004,0.004,0.15243442009573113,0.1278192533163337,0.8784246575342466,0.8738738738738738,0.8772132115855928,0.8667709019091507,0.8772980867917577,0.8779681139755766,0.8772553558688837,0.870467616904226,-5.6340107917785645,4.9339919090271,0.003561481600627303,0.9928537011146545
28,S2,0.004,0.0004,0.004,0.1469611260172439,0.12405352911970637,0.882420091324201,0.8896396396396397,0.8808446455505279,0.8869607315761162,0.882746914392484,0.8812754409769336,0.881597854200594,0.883865801905677,-5.813322067260742,4.826564788818359,0.002978590317070484,0.9920497536659241
29,S2,0.004,0.0004,0.004,0.15970439419626645,0.12247324795336337,0.867579908675799,0.8918918918918919,0.8661118204315821,0.8876117496807152,0.8667438616805705,0.8860668249660787,0.8664093435631537,0.8868189060010622,-5.886360168457031,5.338968753814697,0.0027693756856024265,0.9952221512794495
30,S2,0.004,0.0004,0.004,0.15347467716698232,0.12758770920671858,0.8795662100456622,0.8986486486486487,0.8780452784170256,0.9028495971947891,0.8793560356851496,0.8848371777476256,0.8786161388733924,0.8918918918918919,-5.984154224395752,5.070070266723633,0.0025120165664702654,0.9937572479248047
31,S2,0.004,0.0004,0.004,0.14729958653586095,0.12462522545913318,0.8744292237442922,0.8738738738738738,0.8732071896628859,0.8692715458276333,0.8732071896628859,0.8662652645861602,0.8732071896628859,0.8676883780332056,-5.636434078216553,5.211476802825928,0.003552892478182912,0.9945759773254395
32,S2,0.004,0.0004,0.004,0.14474195765850206,0.13501587322166375,0.8829908675799086,0.8986486486486487,0.8815853211876321,0.9142369258648329,0.8824745388036528,0.8780105156037992,0.881994346794551,0.8899240266430134,-5.62985372543335,4.6754326820373535,0.0035762644838541746,0.9907646179199219
33,S2,0.004,0.0004,0.004,0.14533194396049465,0.11446088814252131,0.8818493150684932,0.9099099099099099,0.8804004214963119,0.9058683853459972,0.8814350377641518,0.9058683853459972,0.8808681229988735,0.9058683853459972,-5.537601470947266,5.581996917724609,0.003920524846762419,0.9962491393089294
34,S2,0.004,0.0004,0.004,0.13079307986993224,0.11555743190619322,0.8949771689497716,0.8941441441441441,0.8935677975437916,0.8882528412074869,0.8948603910629227,0.891833446404342,0.894137860374206,0.8899175489404801,-5.455069065093994,5.641273021697998,0.0042563872411847115,0.9964641332626343
35,S2,0.004,0.0004,0.004,0.14504675689625413,0.12083065388975917,0.8938356164383562,0.9099099099099099,0.8924898280614253,0.9158653846153846,0.893481407405458,0.8961160108548168,0.8929427472088476,0.9037878131229955,-5.540979862213135,4.521542549133301,0.003907354082912207,0.9892446994781494
36,S2,0.004,0.0004,0.004,0.13368010207942632,0.15577424998890171,0.9041095890410958,0.8693693693693694,0.9028834033613445,0.8693693693693694,0.9037422037422038,0.8859396200814111,0.9032826639853315,0.8679520049225721,-4.1967267990112305,6.121572494506836,0.014821750111877918,0.9978098273277283
37,S2,0.004,0.0004,0.004,0.13117846485958795,0.11519291124365351,0.894406392694064,0.9144144144144144,0.8929274809310346,0.9180897887323944,0.8945669622884813,0.9027730664857531,0.8936161483413382,0.9090320910973084,-5.466649055480957,4.644145965576172,0.004207588732242584,0.9904739260673523
38,S2,0.004,0.0004,0.004,0.13607146461668623,0.1102255664027489,0.9006849315068494,0.9076576576576577,0.8992805000839067,0.9032247825810957,0.9007368614963551,0.9040027137042063,0.8999116156475763,0.9036085885997194,-5.612029552459717,4.908206462860107,0.003640345996245742,0.9926683902740479
39,S2,0.004,0.0004,0.004,0.13765582306199967,0.11551959289086831,0.8961187214611872,0.9144144144144144,0.894878706199461,0.9238914924297044,0.89556040948446,0.8988721166892808,0.895200433312474,0.9081445993031358,-5.733761787414551,4.373169898986816,0.0032244545873254538,0.987545907497406
40,S2,0.004,0.0004,0.004,0.13015031518593226,0.15010820792333499,0.9092465753424658,0.8761261261261262,0.9083280821836714,0.8766004504595906,0.9084199584199584,0.8934871099050203,0.9083737163528287,0.874840475421683,-5.138319969177246,5.768287181854248,0.005833311937749386,0.9968846440315247
41,S2,0.004,0.0004,0.004,0.14373450845343883,0.12446927071154655,0.884703196347032,0.8941441441441441,0.8832277999569822,0.8872179675082055,0.8844864338535225,0.8976848710990502,0.8837817814977695,0.891034979713959,-5.627851486206055,5.381204605102539,0.003583406563848257,0.9954187870025635
42,S2,0.004,0.0004,0.004,0.1428101341065751,0.11236779029304916,0.886986301369863,0.9121621621621622,0.8855255771984955,0.9085395645246946,0.8867917576778337,0.9077340569877883,0.8860831323591999,0.9081315952824333,-5.633759498596191,4.968859672546387,0.0035623733419924974,0.9930968880653381
43,S2,0.004,0.0004,0.004,0.13189010723540773,0.11566224190834407,0.9023972602739726,0.9076576576576577,0.9015550625119328,0.9009885696632685,0.9012776652017158,0.9127798507462687,0.9014136462820665,0.905092097785795,-5.653374195098877,5.908395290374756,0.0034934210125356913,0.9972907900810242
44,S2,0.004,0.0004,0.004,0.12274908410495819,0.11130634393240954,0.9041095890410958,0.9099099099099099,0.9026726758201447,0.9132042253521127,0.904421168978131,0.8980664857530529,0.9034015052162714,0.9042443064182195,-5.872954845428467,5.130579471588135,0.002806645119562745,0.9941216111183167
45,S2,0.004,0.0004,0.004,0.12359060952652536,0.11855973847009041,0.9098173515981736,0.9054054054054054,0.9097652532515597,0.8993126585385811,0.907921261085818,0.9138398914518318,0.9087441039835116,0.903267973856209,-4.999921798706055,5.672576427459717,0.00669337110593915,0.9965728521347046
46,S2,0.004,0.0004,0.004,0.1336178690467251,0.1056629939524977,0.8972602739726028,0.918918918918919,0.8959390996193726,0.9132943143812708,0.8969393931419247,0.9191824966078697,0.8963962069763041,0.9159090909090909,-5.272173881530762,5.513030052185059,0.005106233526021242,0.99598228931427
47,S2,0.004,0.0004,0.004,0.131406971989157,0.1115194251005714,0.8886986301369864,0.9121621621621622,0.8876471261780952,0.9056392445385232,0.8875588831285034,0.9184616689280869,0.8876027076153739,0.909857101954762,-5.208676338195801,6.05206823348999,0.0054391613230109215,0.9976525902748108
48,S2,0.004,0.0004,0.004,0.11753165878389524,0.1104584886684074,0.9069634703196348,0.8963963963963963,0.90583733503255,0.8895565685868214,0.9064541172136109,0.8985753052917231,0.9061308972648465,0.8930971672633629,-5.31525182723999,5.7467265129089355,0.00489199161529541,0.9968169331550598
49,S2,0.004,0.0004,0.004,0.11928136374580262,0.11822752741811511,0.91324200913242,0.9031531531531531,0.9121969681041189,0.8969043670536208,0.9127371772941393,0.9109989823609226,0.9124560972113922,0.9008964582889949,-5.103333950042725,5.920543670654297,0.006039754021912813,0.9973234534263611
50,S2,0.004,0.0004,0.004,0.12718122721262717,0.10896355390280217,0.9041095890410958,0.918918918918919,0.9027589065098443,0.9127327127659575,0.9040816863601674,0.9211329715061058,0.9033432638199272,0.9161983055112826,-5.6505208015441895,5.899371147155762,0.003503368701785803,0.9972662925720215
51,S2,0.004,0.0004,0.004,0.12236534446886141,0.10353703716316738,0.9121004566210046,0.9256756756756757,0.9111078390643816,0.9242657926868454,0.9114713545093291,0.9199033242876526,0.9112847222222222,0.9219504919377607,-5.637092113494873,5.442570209503174,0.0035505632404237986,0.9956902861595154
52,S2,0.004,0.0004,0.004,0.12617674429122716,0.10697225541681857,0.9052511415525114,0.9211711711711712,0.9044010784169176,0.9149393090569562,0.904215900418432,0.9239738805970149,0.9043072780324477,0.9185939914612745,-4.886940002441406,5.667143821716309,0.007487981114536524,0.9965541362762451
53,S2,0.004,0.0004,0.004,0.1228086419029323,0.17023347019478008,0.9155251141552512,0.8581081081081081,0.9149466604823748,0.8641356304537966,0.9143635358825233,0.87953697421981,0.9146440539597475,0.8572208809102093,-4.071410655975342,6.561501979827881,0.01676737517118454,0.9985882639884949
54,S2,0.004,0.0004,0.004,0.11773509140972678,0.10304120109156445,0.9155251141552512,0.9256756756756757,0.9140793468020517,0.920897842572947,0.916400431590305,0.9247795115332429,0.9149665173447369,0.9227080662773584,-5.178810119628906,5.450052261352539,0.005603135097771883,0.9957222938537598
55,S2,0.004,0.0004,0.004,0.10939289285848129,0.11022322128216426,0.9275114155251142,0.9166666666666666,0.9263818373407414,0.9108088220264496,0.927541514250375,0.9260939620081411,0.9269094281200818,0.914841559060914,-4.9852447509765625,5.982702732086182,0.006791661959141493,0.9974843263626099
56,S2,0.004,0.0004,0.004,0.12149836184227303,0.1007241454344612,0.9098173515981736,0.9211711711711712,0.909013838279588,0.9147921279721871,0.9088265480670544,0.924949118046133,0.9089189754766671,0.9187268248547387,-5.06846284866333,5.636794567108154,0.006252741441130638,0.9964483976364136
57,S2,0.004,0.0004,0.004,0.1162355965403117,0.10713529687475513,0.9178082191780822,0.918918918918919,0.917008342324798,0.9129367482202766,0.917008342324798,0.9279596336499322,0.917008342324798,0.9170868347338936,-4.56414270401001,5.727075099945068,0.010311374440789223,0.996753990650177
58,S2,0.004,0.0004,0.004,0.11159702550330663,0.10317239406946543,0.920662100456621,0.9279279279279279,0.919484624964077,0.9341418075595291,0.9206255427774415,0.9159175712347354,0.9200032323519006,0.9232149419572407,-5.865987777709961,5.113647937774658,0.002826211741194129,0.9940218329429626
59,S2,0.004,0.0004,0.004,0.11599489937634229,0.09916422583229907,0.91837899543379,0.9301801801801802,0.9174089627570434,0.9241518829754124,0.9178675754625122,0.9333870420624152,0.9176306008485624,0.9278975352942718,-5.0450334548950195,5.519192218780518,0.006400021258741617,0.9960069060325623
60,S2,0.003996352020669523,0.00039963602306755186,0.003996352020669523,0.10261307609135702,0.10157793115925144,0.930365296803653,0.9234234234234234,0.9294642669414015,0.9170095457537855,0.9300271059764731,0.9297405020352781,0.9297344990775648,0.9213553388347087,-5.1691389083862305,6.229022026062012,0.005657278932631016,0.9980325102806091
61,S2,0.003985421393759059,0.00039854542038256176,0.003985421393759059,0.11836934178115026,0.10190470798595531,0.9218036529680366,0.9211711711711712,0.9206341603601877,0.9147639696664542,0.921778204689597,0.9278748303934872,0.9211542649799309,0.9191025273952993,-4.818238735198975,6.1453752517700195,0.00801622774451971,0.9978612065315247
62,S2,0.003967248003940813,0.0003967321714359552,0.003967248003940813,0.10317387782275404,0.0958705990835353,0.9263698630136986,0.9346846846846847,0.9256936300929052,0.9337767495662233,0.9255967262296376,0.9293164857530529,0.9256448681147857,0.9314110383695473,-5.878423690795898,5.917422771453857,0.0027913807425647974,0.9973151087760925
63,S2,0.003941898163943391,0.0003942028925764974,0.003941898163943391,0.10941948170123035,0.09914330117874318,0.9200913242009132,0.9211711711711712,0.9193925479705963,0.9224177256435321,0.9192005052764547,0.9122710312075983,0.9192952947261608,0.9166876645204179,-6.107792377471924,5.6780290603637695,0.0022205165587365627,0.9965914487838745
64,S2,0.003909464372583837,0.00039096681286845486,0.003909464372583837,0.1112627932402097,0.11200404257790463,0.9178082191780822,0.9166666666666666,0.917008342324798,0.9105398931269578,0.917008342324798,0.9251187245590231,0.917008342324798,0.9147248594579723,-5.084377765655518,6.586790561676025,0.0061546252109110355,0.9986234903335571
65,S2,0.0038700649772494874,0.0003870357404157403,0.0038700649772494874,0.11547749588206478,0.11690016681546564,0.9121004566210046,0.9121621621621622,0.9113998071847391,0.9057840221515743,0.911018711018711,0.919436906377205,0.9112043726435959,0.9099883040935672,-5.118683338165283,6.895905494689941,0.005948302336037159,0.9989890456199646
66,S2,0.0038238437420611846,0.000382424019275422,0.0038238437420611846,0.10490526299770564,0.094956692408871,0.9263698630136986,0.9234234234234234,0.9251411262563679,0.9232660455486543,0.9266151740835284,0.9160871777476256,0.9257890138135906,0.9193313953488372,-5.730753421783447,4.70595645904541,0.003234138246625662,0.9910396933555603
67,S2,0.003770969323293593,0.00037714847711781536,0.003770969323293593,0.1102852969000873,0.09465083721521739,0.9223744292237442,0.9324324324324325,0.9218723646483387,0.929401289009498,0.9212795073554567,0.929401289009498,0.9215648063413895,0.929401289009498,-5.814274311065674,5.3329901695251465,0.002975763753056526,0.9951935410499573
68,S2,0.0037116346539667446,0.0003712283638241388,0.0037116346539667446,0.09911895737256089,0.09753780959694235,0.9383561643835616,0.9279279279279279,0.9375223397321335,0.9219581117021276,0.9380957393615621,0.9305461329715061,0.9377977532817786,0.9255096048989179,-5.367323875427246,5.825918674468994,0.0046449266374111176,0.997058629989624
69,S2,0.003646056239854366,0.0003646852812457845,0.003646056239854366,0.10176544510610572,0.09715701639652252,0.9263698630136986,0.9256756756756757,0.9252323019446307,0.920897842572947,0.9263888523382194,0.9247795115332429,0.9257583954920516,0.9227080662773584,-5.581975936889648,5.61298942565918,0.0037509955000132322,0.99636310338974
70,S2,0.003574473369477796,0.0003575431043815055,0.003574473369477796,0.10097567543183288,0.09694672597421182,0.930365296803653,0.9301801801801802,0.9295341365039467,0.9255614141965842,0.9299139451038185,0.929486092265943,0.9297190656565657,0.9273924258969124,-5.516185760498047,5.913726329803467,0.004005051217973232,0.997305154800415
71,S2,0.003497147240968117,0.0003498278942601347,0.003497147240968117,0.11545123173493772,0.09102323376112156,0.91837899543379,0.9391891891891891,0.9171855541718554,0.9361074081127404,0.9183202189531303,0.9369487788331072,0.9177011670958402,0.9365227290778639,-5.290524959564209,5.33962869644165,0.005013848654925823,0.995225191116333
72,S2,0.0034143600089825018,0.0003415678028467162,0.0034143600089825018,0.09906466727115248,0.09317814229844927,0.9332191780821918,0.9346846846846847,0.9326984482293224,0.9302249858202214,0.9323995368299166,0.9341926729986432,0.9325461790350982,0.9320767855164664,-5.423972129821777,5.955288887023926,0.004390236921608448,0.9974145889282227
73,S2,0.00332641375515247,0.00033279297031903865,0.00332641375515247,0.11013461220754336,0.09367810518623472,0.9172374429223744,0.9301801801801802,0.9163240134282374,0.9241518829754124,0.916601752677702,0.9333870420624152,0.9164601243758925,0.9278975352942718,-5.029235363006592,5.85495662689209,0.006501269526779652,0.997142493724823
74,S2,0.0032336293858207725,0.0003235354150893944,0.0032336293858207725,0.09683132574778713,0.10160965650334014,0.9372146118721462,0.9256756756756757,0.9365214646464646,0.9193263322304199,0.9367167557040974,0.9325814111261872,0.9366178561890993,0.9237252401155678,-4.882203102111816,6.348560333251953,0.007523267064243555,0.9982537627220154
75,S2,0.003136345461088946,0.0003138289169728656,0.003136345461088946,0.09214098982887181,0.0902977924089174,0.9360730593607306,0.9391891891891891,0.9357237729802665,0.9336336586279366,0.9351114503013238,0.9418249660786975,0.9354063111046738,0.9370956316410862,-5.141763687133789,6.173734664916992,0.005813374649733305,0.9979209303855896
76,S2,0.0030349169594482248,0.0003037088939284425,0.0030349169594482248,0.10340656151306139,0.08937981617343319,0.928082191780822,0.9369369369369369,0.9271619604297638,0.9328282828282828,0.927721782152162,0.9360583446404342,0.9274307121620751,0.9343583678296865,-5.117514610290527,5.762279987335205,0.005955216940492392,0.9968659281730652
77,S2,0.0029297139825015155,0.00029321227282273185,0.0029297139825015155,0.1038043304223176,0.08976767708857854,0.9286529680365296,0.9391891891891891,0.928174339180208,0.933976833976834,0.9276757283086396,0.9408497286295794,0.9279172529561333,0.9369871798241234,-5.127655982971191,5.747539520263672,0.005895482376217842,0.9968194961547852
78,S2,0.0028211204045027875,0.000282377354687825,0.0028211204045027875,0.09273355988334847,0.09220399808239292,0.940068493150685,0.9369369369369369,0.9393618825831342,0.930957314546208,0.9396549909208137,0.9409345318860245,0.9395056073066809,0.9349287105081339,-5.092772006988525,6.12885856628418,0.006103492341935635,0.9978256821632385
79,S2,0.0027095324716415498,0.00027124367496498587,0.0027095324716415498,0.10170493564104925,0.09041030530457024,0.9246575342465754,0.9301801801801802,0.9235332720829506,0.9243950144613913,0.9246032790336588,0.9324118046132972,0.9240238851159563,0.9277764659582841,-4.8447699546813965,6.044977188110352,0.0078079840168356895,0.9976358413696289
80,S2,0.0025953573561834785,0.00025985185924411305,0.0025953573561834785,0.09191061148088273,0.09662008943321469,0.932648401826484,0.9301801801801802,0.9319128787878788,0.9238492431263516,0.9321061080554751,0.9363127544097694,0.9320082457301246,0.9282403666185279,-4.847427845001221,6.443055629730225,0.007787418086081743,0.9984109401702881
81,S2,0.0024790116707429717,0.0002482434750253678,0.0024790116707429717,0.09163135507879737,0.09661823678929526,0.942351598173516,0.9279279279279279,0.941834571147673,0.9216269841269842,0.9417339929998159,0.9324966078697422,0.9417839665084757,0.9257525083612039,-4.992608070373535,6.152913570404053,0.006742171943187714,0.9978772401809692
82,S2,0.0023609199481089047,0.0002364608800438742,0.0023609199481089047,0.09248105535224148,0.09049660094954946,0.9480593607305936,0.9369369369369369,0.9470734744707348,0.9328282828282828,0.9482894286691754,0.9360583446404342,0.9476280154246255,0.9343583678296865,-5.292090892791748,5.916172027587891,0.005006042774766684,0.9973118305206299
83,S2,0.0022415130921705183,0.00022454706771093692,0.0022415130921705183,0.09165341371338662,0.09059596008008665,0.9320776255707762,0.9369369369369369,0.9312257250448532,0.9341078697421981,0.9316995184083792,0.9341078697421981,0.9314548356711813,0.9341078697421981,-5.3296027183532715,5.943946838378906,0.004822624381631613,0.9973852038383484
84,S2,0.002121226805595861,0.00021254551023574606,0.002121226805595861,0.0905482372328571,0.0981938638934144,0.9412100456621004,0.9369369369369369,0.9404368999033931,0.9311835106382979,0.9409208137056239,0.9399592944369064,0.9406709922195939,0.9348209042865532,-4.969181060791016,6.206263065338135,0.00690088327974081,0.9979872703552246
85,S2,0.0010004999999999999,0.0001005,0.0010004999999999999,0.09315243526680829,0.09400316589587443,0.932648401826484,0.9369369369369369,0.9319128787878788,0.9318561872909699,0.9321061080554751,0.9380088195386703,0.9320082457301246,0.9345959595959596,-5.112077713012695,6.091735363006592,0.0059874881990253925,0.9977436065673828
86,S2,0.000940151691826425,9.449233950648253e-05,0.000940151691826425,0.08898162486278303,0.09150910645991832,0.9383561643835616,0.9436936936936937,0.9373897058823529,0.9395521290674957,0.9383220611068712,0.9436058344640434,0.937824569704856,0.9414455047555745,-5.106227397918701,5.741708755493164,0.006022408604621887,0.9968010187149048
87,S2,0.0008800235880848047,8.850660031459537e-05,0.0008800235880848047,0.09152706572998605,0.09060723609752483,0.9355022831050228,0.9324324324324325,0.9349170249813439,0.9301404853128992,0.9348180215268822,0.9284260515603799,0.9348672100540372,0.9292618162506638,-5.29275369644165,5.616666793823242,0.005002742633223534,0.9963764548301697
88,S2,0.0008203350897050012,8.256462373751638e-05,0.0008203350897050012,0.08492235764520897,0.09055856588456007,0.9474885844748858,0.9391891891891891,0.9464701807418603,0.9361074081127404,0.9477696781494249,0.9369487788331072,0.947058012047797,0.9365227290778639,-5.279112339019775,5.688477993011475,0.0050711059011518955,0.9966267347335815
89,S2,0.0007613039935445863,7.668809140338804e-05,0.0007613039935445863,0.09334696033229567,0.08991275808295689,0.9389269406392694,0.9369369369369369,0.9382099891253894,0.933429078313762,0.938502329008658,0.9350831071913162,0.9383533331601415,0.9342347489367104,-5.220980644226074,5.814852714538574,0.005373003892600536,0.9970259070396423
90,S2,0.0007031456976717248,7.089844614140732e-05,0.0007031456976717248,0.09954833555711459,0.09077149609456191,0.932648401826484,0.9301801801801802,0.9313989148384053,0.9274030801911843,0.933124555909366,0.9265603799185889,0.9321376050420168,0.9269763962501393,-5.237104892730713,5.612229824066162,0.005287517327815294,0.9963603615760803
91,S2,0.0006460724154009856,6.521681373926771e-05,0.0006460724154009856,0.09652106695251378,0.09272748929960234,0.9315068493150684,0.9436936936936937,0.9318909196709604,0.9382529807112091,0.9297086765441196,0.9465315468113975,0.9306742640075973,0.9417552144824872,-5.048466682434082,5.923700332641602,0.006378225516527891,0.9973318576812744
92,S2,0.0005902924009499698,5.966392585745072e-05,0.0005902924009499698,0.0907592400568261,0.09157082163267308,0.9406392694063926,0.9436936936936937,0.9398246462437712,0.9386100386100387,0.9404010631858732,0.9455563093622795,0.9401015401972683,0.9416547961334476,-5.163556098937988,5.823089599609375,0.005688770674169064,0.9970502853393555
